flightid,lat,lon,flightlevel,speed,dt_radar,dt_radar_formated
a0a06bda4afb87d6f0b597f264e1508f,-0.4462294151,-0.8501336769,390.0,504,1672534080000,"Saturday, December 31, 2022 09:48:00"
a0a06bda4afb87d6f0b597f264e1508f,-0.446079164,-0.8500590502,390.0,504,1672534084000,"Saturday, December 31, 2022 09:48:04"
a0a06bda4afb87d6f0b597f264e1508f,-0.444002887,-0.8490162423,390.0,504,1672534140000,"Saturday, December 31, 2022 09:49:00"
a0a06bda4afb87d6f0b597f264e1508f,-0.4707299256,-0.862616078,390.0,505,1672533426000,"Saturday, December 31, 2022 09:37:06"
a0a06bda4afb87d6f0b597f264e1508f,-0.4438516824,-0.8489396485,390.0,504,1672534144000,"Saturday, December 31, 2022 09:49:04"
a0a06bda4afb87d6f0b597f264e1508f,-0.4417844942,-0.8479070929,390.0,503,1672534200000,"Saturday, December 31, 2022 09:50:00"
a0a06bda4afb87d6f0b597f264e1508f,-0.4416337664,-0.8478316317,390.0,503,1672534204000,"Saturday, December 31, 2022 09:50:04"
a0a06bda4afb87d6f0b597f264e1508f,-0.5147032893,-0.8858818692,233.0,388,1672532225000,"Saturday, December 31, 2022 09:17:05"
a0a06bda4afb87d6f0b597f264e1508f,-0.4975897824,-0.8766965172,366.0,511,1672532703000,"Saturday, December 31, 2022 09:25:03"
a0a06bda4afb87d6f0b597f264e1508f,-0.4397143857,-0.8468750142,390.0,502,1672534260000,"Saturday, December 31, 2022 09:51:00"
a0a06bda4afb87d6f0b597f264e1508f,-0.4776626003,-0.8662043622,390.0,504,1672533241000,"Saturday, December 31, 2022 09:34:01"
a0a06bda4afb87d6f0b597f264e1508f,-0.5109079761,-0.8838146121,272.0,442,1672532341000,"Saturday, December 31, 2022 09:19:01"
a0a06bda4afb87d6f0b597f264e1508f,-0.4394114401,-0.8467226611,390.0,502,1672534264000,"Saturday, December 31, 2022 09:51:04"
a0a06bda4afb87d6f0b597f264e1508f,-0.437343656,-0.8456984503,390.0,501,1672534320000,"Saturday, December 31, 2022 09:52:00"
a0a06bda4afb87d6f0b597f264e1508f,-0.4708819647,-0.8626948772,390.0,505,1672533422000,"Saturday, December 31, 2022 09:37:02"
a0a06bda4afb87d6f0b597f264e1508f,-0.4773705019,-0.8660562412,390.0,503,1672533245000,"Saturday, December 31, 2022 09:34:05"
a0a06bda4afb87d6f0b597f264e1508f,-0.4953258853,-0.8754840705,376.0,513,1672532764000,"Saturday, December 31, 2022 09:26:04"
a0a06bda4afb87d6f0b597f264e1508f,-0.4797358974,-0.8672870465,390.0,506,1672533181000,"Saturday, December 31, 2022 09:33:01"
a0a06bda4afb87d6f0b597f264e1508f,-0.4662267461,-0.8603052706,390.0,506,1672533542000,"Saturday, December 31, 2022 09:39:02"
de515fc08d2fab7812adeacc218ead49,-0.3694352644,-0.7690737401,260.0,394,1672533301000,"Saturday, December 31, 2022 09:35:01"
de515fc08d2fab7812adeacc218ead49,-0.3933277977,-0.7604684147,114.0,356,1672534080000,"Saturday, December 31, 2022 09:48:00"
de515fc08d2fab7812adeacc218ead49,-0.3993755053,-0.7555354775,29.0,206,1672534441000,"Saturday, December 31, 2022 09:54:01"
de515fc08d2fab7812adeacc218ead49,-0.3638681097,-0.7692966668,260.0,388,1672533121000,"Saturday, December 31, 2022 09:32:01"
de515fc08d2fab7812adeacc218ead49,-0.378925067,-0.7654953505,251.0,405,1672533602000,"Saturday, December 31, 2022 09:40:02"
de515fc08d2fab7812adeacc218ead49,-0.3809406716,-0.7649301063,238.0,427,1672533663000,"Saturday, December 31, 2022 09:41:03"
de515fc08d2fab7812adeacc218ead49,-0.3429553859,-0.7671228937,31.0,169,1672532341000,"Saturday, December 31, 2022 09:19:01"
de515fc08d2fab7812adeacc218ead49,-0.3983376349,-0.7573007703,53.0,264,1672534320000,"Saturday, December 31, 2022 09:52:00"
de515fc08d2fab7812adeacc218ead49,-0.3547984854,-0.7681738676,205.0,362,1672532820000,"Saturday, December 31, 2022 09:27:00"
de515fc08d2fab7812adeacc218ead49,-0.3993774721,-0.7554622217,29.0,205,1672534445000,"Saturday, December 31, 2022 09:54:05"
de515fc08d2fab7812adeacc218ead49,-0.4004839417,-0.7536311238,7.0,137,1672534621000,"Saturday, December 31, 2022 09:57:01"
de515fc08d2fab7812adeacc218ead49,-0.3584174428,-0.7687243295,247.0,357,1672532944000,"Saturday, December 31, 2022 09:29:04"
de515fc08d2fab7812adeacc218ead49,-0.3973362098,-0.7579393895,65.0,294,1672534264000,"Saturday, December 31, 2022 09:51:04"
de515fc08d2fab7812adeacc218ead49,-0.3565543243,-0.768465818,232.0,359,1672532880000,"Saturday, December 31, 2022 09:28:00"
de515fc08d2fab7812adeacc218ead49,-0.3481220301,-0.7670334846,118.0,333,1672532583000,"Saturday, December 31, 2022 09:23:03"
de515fc08d2fab7812adeacc218ead49,-0.3567075553,-0.7684921043,233.0,358,1672532884000,"Saturday, December 31, 2022 09:28:04"
de515fc08d2fab7812adeacc218ead49,-0.3947802142,-0.759557217,96.0,334,1672534140000,"Saturday, December 31, 2022 09:49:00"
de515fc08d2fab7812adeacc218ead49,-0.382922334,-0.7643701075,223.0,427,1672533723000,"Saturday, December 31, 2022 09:42:03"
de515fc08d2fab7812adeacc218ead49,-0.399966437,-0.7540096223,13.0,144,1672534565000,"Saturday, December 31, 2022 09:56:05"
de515fc08d2fab7812adeacc218ead49,-0.3713862031,-0.7684710634,260.0,413,1672533361000,"Saturday, December 31, 2022 09:36:01"
de515fc08d2fab7812adeacc218ead49,-0.3465303289,-0.7667620387,87.0,329,1672532523000,"Saturday, December 31, 2022 09:22:03"
de515fc08d2fab7812adeacc218ead49,-0.397253545,-0.7579919025,66.0,296,1672534260000,"Saturday, December 31, 2022 09:51:00"
de515fc08d2fab7812adeacc218ead49,-0.3904062171,-0.7622365089,149.0,399,1672533963000,"Saturday, December 31, 2022 09:46:03"
de515fc08d2fab7812adeacc218ead49,-0.3948742925,-0.759498505,95.0,332,1672534144000,"Saturday, December 31, 2022 09:49:04"
de515fc08d2fab7812adeacc218ead49,-0.3848846563,-0.7638204205,203.0,425,1672533783000,"Saturday, December 31, 2022 09:43:03"
de515fc08d2fab7812adeacc218ead49,-0.3548717931,-0.7681820932,207.0,362,1672532824000,"Saturday, December 31, 2022 09:27:04"
de515fc08d2fab7812adeacc218ead49,-0.3996168545,-0.7546545001,20.0,153,1672534505000,"Saturday, December 31, 2022 09:55:05"
de515fc08d2fab7812adeacc218ead49,-0.3995911968,-0.7547014101,21.0,155,1672534501000,"Saturday, December 31, 2022 09:55:01"
de515fc08d2fab7812adeacc218ead49,-0.3437436524,-0.7663930772,49.0,212,1672532406000,"Saturday, December 31, 2022 09:20:06"
de515fc08d2fab7812adeacc218ead49,-0.3436862876,-0.7664387355,47.0,210,1672532402000,"Saturday, December 31, 2022 09:20:02"
de515fc08d2fab7812adeacc218ead49,-0.3676024821,-0.7696251557,260.0,389,1672533241000,"Saturday, December 31, 2022 09:34:01"
de515fc08d2fab7812adeacc218ead49,-0.3429971355,-0.767082004,32.0,170,1672532345000,"Saturday, December 31, 2022 09:19:05"
de515fc08d2fab7812adeacc218ead49,-0.3867977791,-0.763283072,183.0,424,1672533843000,"Saturday, December 31, 2022 09:44:03"
de515fc08d2fab7812adeacc218ead49,-0.3999428355,-0.7540536711,13.0,144,1672534561000,"Saturday, December 31, 2022 09:56:01"
de515fc08d2fab7812adeacc218ead49,-0.3600949081,-0.7688931338,256.0,366,1672533000000,"Saturday, December 31, 2022 09:30:00"
de515fc08d2fab7812adeacc218ead49,-0.3886545204,-0.7627573466,166.0,414,1672533903000,"Saturday, December 31, 2022 09:45:03"
de515fc08d2fab7812adeacc218ead49,-0.3583044417,-0.7687071033,246.0,357,1672532940000,"Saturday, December 31, 2022 09:29:00"
de515fc08d2fab7812adeacc218ead49,-0.3677271052,-0.7696371961,260.0,389,1672533245000,"Saturday, December 31, 2022 09:34:05"
de515fc08d2fab7812adeacc218ead49,-0.3961387015,-0.7586997243,80.0,311,1672534204000,"Saturday, December 31, 2022 09:50:04"
de515fc08d2fab7812adeacc218ead49,-0.3695579207,-0.7690367844,260.0,396,1672533305000,"Saturday, December 31, 2022 09:35:05"
de515fc08d2fab7812adeacc218ead49,-0.3530371335,-0.7678724994,183.0,352,1672532760000,"Saturday, December 31, 2022 09:26:00"
de515fc08d2fab7812adeacc218ead49,-0.3657461282,-0.7694983736,260.0,389,1672533181000,"Saturday, December 31, 2022 09:33:01"
de515fc08d2fab7812adeacc218ead49,-0.3621089332,-0.769111292,260.0,385,1672533064000,"Saturday, December 31, 2022 09:31:04"
de515fc08d2fab7812adeacc218ead49,-0.3993800945,-0.7565856169,38.0,243,1672534385000,"Saturday, December 31, 2022 09:53:05"
de515fc08d2fab7812adeacc218ead49,-0.377033132,-0.7660532035,260.0,414,1672533542000,"Saturday, December 31, 2022 09:39:02"
de515fc08d2fab7812adeacc218ead49,-0.344929807,-0.766477539,62.0,287,1672532462000,"Saturday, December 31, 2022 09:21:02"
de515fc08d2fab7812adeacc218ead49,-0.3450333616,-0.7664967918,62.0,290,1672532466000,"Saturday, December 31, 2022 09:21:06"
de515fc08d2fab7812adeacc218ead49,-0.3771524806,-0.7659904384,260.0,414,1672533546000,"Saturday, December 31, 2022 09:39:06"
de515fc08d2fab7812adeacc218ead49,-0.351431933,-0.76759855,165.0,343,1672532703000,"Saturday, December 31, 2022 09:25:03"
de515fc08d2fab7812adeacc218ead49,-0.3619853531,-0.769097821,260.0,384,1672533060000,"Saturday, December 31, 2022 09:31:00"
de515fc08d2fab7812adeacc218ead49,-0.3734369417,-0.7678485974,260.0,436,1672533422000,"Saturday, December 31, 2022 09:37:02"
de515fc08d2fab7812adeacc218ead49,-0.3639927328,-0.7693100781,260.0,388,1672533125000,"Saturday, December 31, 2022 09:32:05"
de515fc08d2fab7812adeacc218ead49,-0.3531362777,-0.7678877586,185.0,353,1672532764000,"Saturday, December 31, 2022 09:26:04"
de515fc08d2fab7812adeacc218ead49,-0.3993129553,-0.756630083,39.0,243,1672534381000,"Saturday, December 31, 2022 09:53:01"
de515fc08d2fab7812adeacc218ead49,-0.3658710195,-0.7695118446,260.0,389,1672533185000,"Saturday, December 31, 2022 09:33:05"
de515fc08d2fab7812adeacc218ead49,-0.3934233063,-0.7604115505,112.0,354,1672534084000,"Saturday, December 31, 2022 09:48:04"
de515fc08d2fab7812adeacc218ead49,-0.3497434418,-0.7673061227,142.0,335,1672532643000,"Saturday, December 31, 2022 09:24:03"
de515fc08d2fab7812adeacc218ead49,-0.3919479439,-0.7613456965,131.0,369,1672534024000,"Saturday, December 31, 2022 09:47:04"
de515fc08d2fab7812adeacc218ead49,-0.373572859,-0.7678067539,260.0,436,1672533426000,"Saturday, December 31, 2022 09:37:06"
de515fc08d2fab7812adeacc218ead49,-0.3984118664,-0.7572532047,52.0,262,1672534324000,"Saturday, December 31, 2022 09:52:04"
de515fc08d2fab7812adeacc218ead49,-0.4005234564,-0.7536112154,6.0,137,1672534625000,"Saturday, December 31, 2022 09:57:05"
de515fc08d2fab7812adeacc218ead49,-0.391878391,-0.7613893281,132.0,374,1672534020000,"Saturday, December 31, 2022 09:47:00"
de515fc08d2fab7812adeacc218ead49,-0.3602132434,-0.768906724,256.0,367,1672533004000,"Saturday, December 31, 2022 09:30:04"
de515fc08d2fab7812adeacc218ead49,-0.3960507919,-0.7587549791,81.0,312,1672534200000,"Saturday, December 31, 2022 09:50:00"
de515fc08d2fab7812adeacc218ead49,-0.3790508822,-0.7654585736,250.0,406,1672533606000,"Saturday, December 31, 2022 09:40:06"
de515fc08d2fab7812adeacc218ead49,-0.371513985,-0.7684311869,260.0,415,1672533365000,"Saturday, December 31, 2022 09:36:05"
ca6748b51a420a782146f7ae33fba4ab,-0.4019685719,-0.8218780248,39.0,174,1672533426000,"Saturday, December 31, 2022 09:37:06"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3569635363,-0.784884245,314.0,368,1672534682000,"Saturday, December 31, 2022 09:58:02"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3570434894,-0.7849781245,314.0,368,1672534686000,"Saturday, December 31, 2022 09:58:06"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3441894885,-0.7739340175,170.0,336,1672534080000,"Saturday, December 31, 2022 09:48:00"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3448560523,-0.7756447111,192.0,353,1672534140000,"Saturday, December 31, 2022 09:49:00"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.358221002,-0.7864167165,319.0,388,1672534742000,"Saturday, December 31, 2022 09:59:02"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3464274299,-0.77635903,212.0,357,1672534200000,"Saturday, December 31, 2022 09:50:00"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3449394621,-0.7757186822,194.0,351,1672534144000,"Saturday, December 31, 2022 09:49:04"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3443507058,-0.7706274314,121.0,307,1672533963000,"Saturday, December 31, 2022 09:46:03"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.354686706,-0.7821876077,305.0,337,1672534565000,"Saturday, December 31, 2022 09:56:05"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3582997631,-0.7865172123,319.0,388,1672534746000,"Saturday, December 31, 2022 09:59:06"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3534962603,-0.7808698967,292.0,339,1672534501000,"Saturday, December 31, 2022 09:55:01"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.344146964,-0.772213012,145.0,324,1672534020000,"Saturday, December 31, 2022 09:47:00"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3524562443,-0.7796821866,276.0,338,1672534445000,"Saturday, December 31, 2022 09:54:05"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3441370407,-0.7723037324,146.0,324,1672534024000,"Saturday, December 31, 2022 09:47:04"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3558359683,-0.7835335123,310.0,346,1672534625000,"Saturday, December 31, 2022 09:57:05"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.349539998,-0.7778965085,238.0,358,1672534320000,"Saturday, December 31, 2022 09:52:00"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3557567602,-0.7834485141,310.0,345,1672534621000,"Saturday, December 31, 2022 09:57:01"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3546133089,-0.7821078548,304.0,336,1672534561000,"Saturday, December 31, 2022 09:56:01"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3430194258,-0.7670656719,34.0,164,1672533723000,"Saturday, December 31, 2022 09:42:03"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3535719818,-0.7809457156,292.0,338,1672534505000,"Saturday, December 31, 2022 09:55:05"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3481033158,-0.7770794288,228.0,352,1672534264000,"Saturday, December 31, 2022 09:51:04"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3438145463,-0.7665971684,47.0,214,1672533783000,"Saturday, December 31, 2022 09:43:03"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.349640811,-0.7779501539,239.0,358,1672534324000,"Saturday, December 31, 2022 09:52:04"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.344555729,-0.7676009938,72.0,261,1672533843000,"Saturday, December 31, 2022 09:44:03"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3441982794,-0.7740517394,171.0,336,1672534084000,"Saturday, December 31, 2022 09:48:04"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3510810691,-0.7787555509,264.0,344,1672534385000,"Saturday, December 31, 2022 09:53:05"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3480025028,-0.7770335917,227.0,352,1672534260000,"Saturday, December 31, 2022 09:51:00"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3445220254,-0.7690571697,94.0,292,1672533903000,"Saturday, December 31, 2022 09:45:03"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3523823704,-0.7796026125,274.0,339,1672534441000,"Saturday, December 31, 2022 09:54:01"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3465346499,-0.7763906808,213.0,356,1672534204000,"Saturday, December 31, 2022 09:50:04"
8ee5f8c8fb6aa749a1ca6c4963511c49,-0.3509900603,-0.7787070316,263.0,347,1672534381000,"Saturday, December 31, 2022 09:53:01"
ca6748b51a420a782146f7ae33fba4ab,-0.3800230437,-0.7851395377,250.0,496,1672534565000,"Saturday, December 31, 2022 09:56:05"
ca6748b51a420a782146f7ae33fba4ab,-0.393927431,-0.8089556716,205.0,461,1672533903000,"Saturday, December 31, 2022 09:45:03"
ca6748b51a420a782146f7ae33fba4ab,-0.3797114562,-0.7802461194,250.0,477,1672534686000,"Saturday, December 31, 2022 09:58:06"
ca6748b51a420a782146f7ae33fba4ab,-0.4006950739,-0.8194038969,94.0,286,1672533546000,"Saturday, December 31, 2022 09:39:06"
ca6748b51a420a782146f7ae33fba4ab,-0.4015013098,-0.8227001115,0.0,108,1672533361000,"Saturday, December 31, 2022 09:36:01"
ca6748b51a420a782146f7ae33fba4ab,-0.3897863796,-0.8028053405,243.0,499,1672534080000,"Saturday, December 31, 2022 09:48:00"
ca6748b51a420a782146f7ae33fba4ab,-0.3800656278,-0.7853489934,250.0,497,1672534561000,"Saturday, December 31, 2022 09:56:01"
ca6748b51a420a782146f7ae33fba4ab,-0.3797256111,-0.7804119434,250.0,477,1672534682000,"Saturday, December 31, 2022 09:58:02"
ca6748b51a420a782146f7ae33fba4ab,-0.3791918654,-0.7778102585,250.0,488,1672534746000,"Saturday, December 31, 2022 09:59:06"
ca6748b51a420a782146f7ae33fba4ab,-0.3977695598,-0.8147053904,153.0,408,1672533723000,"Saturday, December 31, 2022 09:42:03"
ca6748b51a420a782146f7ae33fba4ab,-0.4015337022,-0.822656003,0.0,123,1672533365000,"Saturday, December 31, 2022 09:36:05"
ca6748b51a420a782146f7ae33fba4ab,-0.3882211705,-0.8004837444,250.0,513,1672534140000,"Saturday, December 31, 2022 09:49:00"
ca6748b51a420a782146f7ae33fba4ab,-0.3999978758,-0.8180463095,117.0,331,1672533602000,"Saturday, December 31, 2022 09:40:02"
